# I energy_spread Eo(eV) omega_s To R sigma_z td
# 0.00044 0.001017 2.75e+09 9217.43 1.181e-06 5.36 0.00145 0.00327
# resistance : 0 inductance : 0
# nq Lq dq np Lp dp
# 480 20 0.0416667 480 20 0.0416667
# nt ntint ntot t1 t2 dt
# 8000 10 80000 0 63.118 0.000788975
# bolometer cutoff : 2.5 cm-1
# t aire val.moy rms_z rms_E thz thz_lp thz_hp thz_lp_hp thz_lp_hp2 feedback DiffWithCI numprocs numthreads niter wc_time
6.81674 1 0.0980788 1.2594 1.18624 7.75097 9.50295 6.35827 8.5371 0 0 0 1 1 8640 94.4129
6.82463 1 0.0983949 1.26002 1.18584 7.80664 9.48598 6.41076 8.51589 0 0 0 1 1 8650 94.5222
6.83252 1 0.0987073 1.26064 1.18544 7.86833 9.46975 6.46926 8.49545 0 0 0 1 1 8660 94.6313
6.84041 1 0.0990161 1.26125 1.18505 7.93527 9.45432 6.53298 8.47581 0 0 0 1 1 8670 94.7405
6.8483 1 0.0993212 1.26186 1.18466 8.00655 9.43972 6.60101 8.45702 0 0 0 1 1 8680 94.8498
6.85619 1 0.0996227 1.26246 1.18429 8.08116 9.42599 6.67231 8.4391 0 0 0 1 1 8690 94.9589
6.86408 1 0.0999206 1.26306 1.18392 8.15789 9.41315 6.74573 8.42208 0 0 0 1 1 8700 95.0682
6.87197 1 0.100215 1.26366 1.18356 8.23545 9.40119 6.81992 8.40595 0 0 0 1 1 8710 95.1773
6.87986 1 0.100506 1.26425 1.18321 8.31239 9.39011 6.89346 8.39071 0 0 0 1 1 8720 95.2866
6.88775 1 0.100793 1.26484 1.18286 8.38714 9.3799 6.96477 8.37634 0 0 0 1 1 8730 95.3958
6.89564 1 0.101076 1.26542 1.18253 8.45805 9.3705 7.03221 8.36279 0 0 0 1 1 8740 95.5049
6.90353 1 0.101356 1.26599 1.1822 8.52343 9.36186 7.09409 8.35001 0 0 0 1 1 8750 95.6141
6.91142 1 0.101633 1.26656 1.18188 8.58158 9.35391 7.1487 8.33793 0 0 0 1 1 8760 95.7232
6.91931 1 0.101906 1.26713 1.18156 8.63084 9.34657 7.19441 8.32646 0 0 0 1 1 8770 95.8324
6.9272 1 0.102175 1.26769 1.18125 8.66969 9.33974 7.22968 8.3155 0 0 0 1 1 8780 95.9416
6.93509 1 0.102441 1.26825 1.18095 8.69677 9.33329 7.25317 8.30493 0 0 0 1 1 8790 96.051
6.94298 1 0.102703 1.2688 1.18066 8.71096 9.3271 7.26376 8.29463 0 0 0 1 1 8800 96.1602
6.95087 1 0.102962 1.26935 1.18037 8.71141 9.32103 7.26061 8.28445 0 0 0 1 1 8810 96.2693
6.95876 1 0.103217 1.26989 1.18008 8.69764 9.31496 7.24325 8.27428 0 0 0 1 1 8820 96.3785
6.96665 1 0.103469 1.27042 1.17981 8.6695 9.30873 7.21152 8.26395 0 0 0 1 1 8830 96.4877
6.97454 1 0.103717 1.27095 1.17953 8.62721 9.30221 7.16567 8.25333 0 0 0 1 1 8840 96.5969
6.98243 1 0.103961 1.27148 1.17926 8.57139 9.29526 7.10631 8.2423 0 0 0 1 1 8850 96.7061
6.99032 1 0.104202 1.272 1.179 8.50296 9.28776 7.03438 8.23071 0 0 0 1 1 8860 96.8153
6.99821 1 0.104439 1.27251 1.17874 8.4232 9.2796 6.95115 8.21847 0 0 0 1 1 8870 96.9244
7.0061 1 0.104673 1.27302 1.17849 8.33363 9.27068 6.85816 8.20548 0 0 0 1 1 8880 97.0338
7.01399 1 0.104903 1.27352 1.17824 8.23597 9.26091 6.75713 8.19165 0 0 0 1 1 8890 97.1429
7.02188 1 0.105129 1.27401 1.17799 8.13213 9.25024 6.64997 8.17693 0 0 0 1 1 8900 97.2522
7.02977 1 0.105351 1.2745 1.17775 8.02407 9.23863 6.53864 8.16127 0 0 0 1 1 8910 97.3614
7.03766 1 0.10557 1.27499 1.17752 7.9138 9.22606 6.42516 8.14465 0 0 0 1 1 8920 97.4706
7.04555 1 0.105784 1.27546 1.17729 7.80331 9.21252 6.31152 8.12708 0 0 0 1 1 8930 97.5798
7.05344 1 0.105995 1.27593 1.17706 7.69452 9.19803 6.19963 8.10857 0 0 0 1 1 8940 97.6889
7.06133 1 0.106201 1.27639 1.17684 7.58926 9.18263 6.09133 8.08915 0 0 0 1 1 8950 97.798
7.06922 1 0.106404 1.27685 1.17663 7.48921 9.16637 5.98829 8.06889 0 0 0 1 1 8960 97.9072
7.07711 1 0.106602 1.2773 1.17642 7.39591 9.14932 5.89205 8.04784 0 0 0 1 1 8970 98.0164
7.085 1 0.106797 1.27774 1.17622 7.31074 9.13156 5.80397 8.0261 0 0 0 1 1 8980 98.1256
7.09289 1 0.106987 1.27818 1.17603 7.23488 9.11318 5.72526 8.00375 0 0 0 1 1 8990 98.2347
7.10078 1 0.107173 1.27861 1.17584 7.16935 9.0943 5.65692 7.9809 0 0 0 1 1 9000 98.3439
7.10866 1 0.107355 1.27903 1.17566 7.11499 9.07501 5.59977 7.95767 0 0 0 1 1 9010 98.4532
7.11655 1 0.107532 1.27944 1.17549 7.07246 9.05544 5.55447 7.93416 0 0 0 1 1 9020 98.5624
7.12444 1 0.107706 1.27985 1.17532 7.04223 9.03572 5.5215 7.91051 0 0 0 1 1 9030 98.6716
7.13233 1 0.107875 1.28024 1.17516 7.02463 9.01595 5.50116 7.88683 0 0 0 1 1 9040 98.781
7.14022 1 0.108039 1.28063 1.17501 7.0198 8.99628 5.49361 7.86325 0 0 0 1 1 9050 98.8902
7.14811 1 0.1082 1.28102 1.17487 7.02775 8.97682 5.49884 7.8399 0 0 0 1 1 9060 98.9994
7.156 1 0.108356 1.28139 1.17474 7.04832 8.95771 5.51668 7.81691 0 0 0 1 1 9070 99.1086
7.16389 1 0.108508 1.28176 1.17461 7.08122 8.93905 5.54684 7.79438 0 0 0 1 1 9080 99.2178
7.17178 1 0.108656 1.28212 1.17449 7.12602 8.92096 5.58888 7.77244 0 0 0 1 1 9090 99.327
7.17967 1 0.108799 1.28247 1.17438 7.18216 8.90356 5.64223 7.75119 0 0 0 1 1 9100 99.4361
7.18756 1 0.108939 1.28281 1.17428 7.24897 8.88694 5.70622 7.73073 0 0 0 1 1 9110 99.5452
7.19545 1 0.109074 1.28315 1.17418 7.32564 8.8712 5.78004 7.71116 0 0 0 1 1 9120 99.6544
7.20334 1 0.109204 1.28348 1.1741 7.41128 8.85641 5.8628 7.69256 0 0 0 1 1 9130 99.7636
7.21123 1 0.109331 1.2838 1.17402 7.5049 8.84267 5.95348 7.675 0 0 0 1 1 9140 99.8727
7.21912 1 0.109454 1.28411 1.17395 7.60541 8.83002 6.05102 7.65855 0 0 0 1 1 9150 99.9818
7.22701 1 0.109572 1.28441 1.17389 7.71167 8.81851 6.15425 7.64326 0 0 0 1 1 9160 100.091
7.2349 1 0.109686 1.28471 1.17384 7.82246 8.8082 6.26196 7.62916 0 0 0 1 1 9170 100.209
7.24279 1 0.109797 1.285 1.1738 7.93651 8.79909 6.37288 7.61628 0 0 0 1 1 9180 100.318
7.25068 1 0.109903 1.28528 1.17376 8.05253 8.79122 6.48571 7.60463 0 0 0 1 1 9190 100.427
7.25857 1 0.110005 1.28555 1.17374 8.1692 8.78457 6.59914 7.59421 0 0 0 1 1 9200 100.536
7.26646 1 0.110104 1.28582 1.17372 8.28521 8.77913 6.71184 7.58501 0 0 0 1 1 9210 100.646
7.27435 1 0.110199 1.28607 1.17371 8.39923 8.77488 6.82251 7.577 0 0 0 1 1 9220 100.755
7.28224 1 0.110289 1.28632 1.1737 8.51 8.77178 6.92986 7.57015 0 0 0 1 1 9230 100.864
7.29013 1 0.110376 1.28656 1.17371 8.61625 8.76978 7.03265 7.5644 0 0 0 1 1 9240 100.973
7.29802 1 0.11046 1.2868 1.17372 8.7168 8.76882 7.12969 7.55969 0 0 0 1 1 9250 101.082
7.30591 1 0.11054 1.28702 1.17374 8.81052 8.76882 7.21984 7.55594 0 0 0 1 1 9260 101.191
7.3138 1 0.110616 1.28724 1.17377 8.89635 8.76971 7.30207 7.55308 0 0 0 1 1 9270 101.301
7.32169 1 0.110688 1.28745 1.1738 8.97331 8.77138 7.37539 7.55101 0 0 0 1 1 9280 101.41
7.32958 1 0.110757 1.28766 1.17384 9.04051 8.77375 7.43892 7.54963 0 0 0 1 1 9290 101.519
7.33747 1 0.110822 1.28785 1.17389 9.09714 8.77669 7.49185 7.54884 0 0 0 1 1 9300 101.628
7.34536 1 0.110884 1.28804 1.17394 9.14251 8.78011 7.53349 7.54851 0 0 0 1 1 9310 101.738
7.35325 1 0.110942 1.28822 1.174 9.176 8.78387 7.56324 7.54854 0 0 0 1 1 9320 101.847
7.36114 1 0.110997 1.28839 1.17407 9.19709 8.78786 7.58057 7.54879 0 0 0 1 1 9330 101.956
7.36903 1 0.111048 1.28856 1.17414 9.20538 8.79196 7.5851 7.54913 0 0 0 1 1 9340 102.065
7.37692 1 0.111095 1.28872 1.17422 9.20055 8.79602 7.57652 7.54945 0 0 0 1 1 9350 102.174
7.38481 1 0.11114 1.28887 1.1743 9.18242 8.79992 7.55464 7.54961 0 0 0 1 1 9360 102.283
7.3927 1 0.11118 1.28901 1.17439 9.15091 8.80353 7.51939 7.54948 0 0 0 1 1 9370 102.393
7.40059 1 0.111218 1.28915 1.17448 9.10606 8.80672 7.47083 7.54893 0 0 0 1 1 9380 102.502
7.40848 1 0.111252 1.28928 1.17458 9.04806 8.80937 7.40914 7.54784 0 0 0 1 1 9390 102.611
7.41636 1 0.111282 1.2894 1.17468 8.97723 8.81135 7.33465 7.54607 0 0 0 1 1 9400 102.72
7.42425 1 0.111309 1.28952 1.17479 8.89401 8.81254 7.24783 7.54353 0 0 0 1 1 9410 102.829
7.43214 1 0.111332 1.28962 1.1749 8.79904 8.81284 7.14929 7.54009 0 0 0 1 1 9420 102.938
7.44003 1 0.111352 1.28972 1.17502 8.69306 8.81214 7.03979 7.53565 0 0 0 1 1 9430 103.047
7.44792 1 0.111368 1.28981 1.17514 8.57698 8.81034 6.92025 7.53012 0 0 0 1 1 9440 103.157
7.45581 1 0.11138 1.2899 1.17526 8.45182 8.80737 6.7917 7.52341 0 0 0 1 1 9450 103.266
7.4637 1 0.111389 1.28998 1.17539 8.31873 8.80314 6.65528 7.51546 0 0 0 1 1 9460 103.375
7.47159 1 0.111394 1.29005 1.17553 8.17894 8.79761 6.51223 7.50621 0 0 0 1 1 9470 103.484
7.47948 1 0.111395 1.29011 1.17567 8.03376 8.79073 6.36386 7.4956 0 0 0 1 1 9480 103.593
7.48737 1 0.111393 1.29016 1.17581 7.88451 8.78245 6.2115 7.48362 0 0 0 1 1 9490 103.702
7.49526 1 0.111387 1.29021 1.17596 7.73255 8.77278 6.0565 7.47023 0 0 0 1 1 9500 103.812
7.50315 1 0.111376 1.29025 1.17611 7.57919 8.76169 5.90018 7.45545 0 0 0 1 1 9510 103.921
7.51104 1 0.111362 1.29028 1.17627 7.42572 8.74919 5.74382 7.43926 0 0 0 1 1 9520 104.031
7.51893 1 0.111344 1.2903 1.17643 7.27332 8.73531 5.58862 7.4217 0 0 0 1 1 9530 104.14
7.52682 1 0.111322 1.29032 1.17659 7.1231 8.72008 5.43567 7.40279 0 0 0 1 1 9540 104.249
7.53471 1 0.111296 1.29032 1.17676 6.97605 8.70353 5.28597 7.38258 0 0 0 1 1 9550 104.359
7.5426 1 0.111265 1.29032 1.17694 6.83306 8.68571 5.1404 7.36111 0 0 0 1 1 9560 104.468
7.55049 1 0.111231 1.29031 1.17712 6.69487 8.66669 4.99969 7.33844 0 0 0 1 1 9570 104.577
7.55838 1 0.111192 1.2903 1.1773 6.56211 8.64652 4.8645 7.31464 0 0 0 1 1 9580 104.686
7.56627 1 0.111149 1.29027 1.17749 6.43531 8.62527 4.73532 7.28977 0 0 0 1 1 9590 104.795
7.57416 1 0.111102 1.29024 1.17768 6.31486 8.60302 4.61256 7.26391 0 0 0 1 1 9600 104.905
7.58205 1 0.11105 1.2902 1.17788 6.20108 8.57983 4.49653 7.23713 0 0 0 1 1 9610 105.014
7.58994 1 0.110994 1.29015 1.17808 6.09419 8.55579 4.38743 7.20951 0 0 0 1 1 9620 105.123
7.59783 1 0.110933 1.29009 1.17829 5.99432 8.53097 4.28541 7.18112 0 0 0 1 1 9630 105.232
7.60572 1 0.110868 1.29002 1.1785 5.90155 8.50545 4.19055 7.15205 0 0 0 1 1 9640 105.341
7.61361 1 0.110799 1.28995 1.17872 5.81593 8.4793 4.10287 7.12236 0 0 0 1 1 9650 105.451
7.6215 1 0.110725 1.28986 1.17894 5.73744 8.45261 4.02238 7.09215 0 0 0 1 1 9660 105.56
7.62939 1 0.110646 1.28977 1.17916 5.66606 8.42544 3.94902 7.06147 0 0 0 1 1 9670 105.669
7.63728 1 0.110563 1.28967 1.17939 5.60174 8.39787 3.88276 7.03041 0 0 0 1 1 9680 105.778
7.64517 1 0.110476 1.28956 1.17963 5.54442 8.36999 3.82353 6.99905 0 0 0 1 1 9690 105.888
7.65306 1 0.110383 1.28945 1.17987 5.49405 8.34184 3.77128 6.96745 0 0 0 1 1 9700 105.997
7.66095 1 0.110287 1.28932 1.18012 5.45058 8.31352 3.72596 6.93568 0 0 0 1 1 9710 106.106
7.66884 1 0.110185 1.28919 1.18037 5.41398 8.28509 3.68752 6.90381 0 0 0 1 1 9720 106.215
7.67673 1 0.110079 1.28904 1.18063 5.3842 8.25661 3.65592 6.87192 0 0 0 1 1 9730 106.324
7.68462 1 0.109968 1.28889 1.18089 5.36124 8.22815 3.63115 6.84007 0 0 0 1 1 9740 106.433
7.69251 1 0.109852 1.28873 1.18116 5.34507 8.19979 3.61319 6.80832 0 0 0 1 1 9750 106.542
7.7004 1 0.109732 1.28857 1.18144 5.3357 8.17158 3.60203 6.77675 0 0 0 1 1 9760 106.652
7.70829 1 0.109607 1.28839 1.18173 5.33311 8.1436 3.59766 6.74542 0 0 0 1 1 9770 106.761
7.71618 1 0.109477 1.28821 1.18202 5.3373 8.11591 3.60007 6.71439 0 0 0 1 1 9780 106.87
7.72407 1 0.109343 1.28802 1.18233 5.34825 8.08856 3.60922 6.68372 0 0 0 1 1 9790 106.979
7.73196 1 0.109204 1.28782 1.18264 5.36589 8.06163 3.62507 6.65349 0 0 0 1 1 9800 107.088
7.73984 1 0.10906 1.28761 1.18296 5.39015 8.03517 3.64753 6.62374 0 0 0 1 1 9810 107.198
7.74773 1 0.108911 1.28739 1.18329 5.42091 8.00925 3.67647 6.59454 0 0 0 1 1 9820 107.307
7.75562 1 0.108758 1.28717 1.18363 5.45796 7.98393 3.71169 6.56596 0 0 0 1 1 9830 107.416
7.76351 1 0.1086 1.28694 1.18398 5.50107 7.95925 3.75295 6.53803 0 0 0 1 1 9840 107.525
7.7714 1 0.108438 1.2867 1.18434 5.54988 7.93527 3.79989 6.51082 0 0 0 1 1 9850 107.634
7.77929 1 0.108271 1.28645 1.18471 5.60399 7.91204 3.8521 6.48437 0 0 0 1 1 9860 107.743
7.78718 1 0.108099 1.28619 1.18509 5.66285 7.8896 3.90904 6.45872 0 0 0 1 1 9870 107.853
7.79507 1 0.107923 1.28593 1.18549 5.72586 7.86798 3.97009 6.4339 0 0 0 1 1 9880 107.962
7.80296 1 0.107742 1.28566 1.18589 5.79226 7.84721 4.0345 6.40995 0 0 0 1 1 9890 108.071
7.81085 1 0.107557 1.28538 1.1863 5.86122 7.82732 4.10145 6.38689 0 0 0 1 1 9900 108.18
7.81874 1 0.107367 1.2851 1.18673 5.93182 7.80832 4.17 6.36473 0 0 0 1 1 9910 108.289
7.82663 1 0.107173 1.28481 1.18717 6.00303 7.7902 4.23912 6.34346 0 0 0 1 1 9920 108.398
7.83452 1 0.106975 1.28451 1.18761 6.07376 7.77296 4.30773 6.32309 0 0 0 1 1 9930 108.507
7.84241 1 0.106772 1.2842 1.18807 6.14289 7.75658 4.37471 6.30358 0 0 0 1 1 9940 108.617
7.8503 1 0.106565 1.28389 1.18854 6.20927 7.74104 4.4389 6.28491 0 0 0 1 1 9950 108.726
7.85819 1 0.106354 1.28357 1.18901 6.27178 7.72627 4.49919 6.26704 0 0 0 1 1 9960 108.835
7.86608 1 0.106139 1.28325 1.1895 6.32934 7.71225 4.5545 6.24991 0 0 0 1 1 9970 108.944
7.87397 1 0.105919 1.28292 1.18999 6.38095 7.6989 4.60384 6.23347 0 0 0 1 1 9980 109.053
7.88186 1 0.105695 1.28258 1.1905 6.42575 7.68615 4.64635 6.21763 0 0 0 1 1 9990 109.162
7.88975 1 0.105467 1.28224 1.19101 6.46301 7.67393 4.6813 6.20234 0 0 0 1 1 10000 109.272
7.89764 1 0.105236 1.28188 1.19153 6.49221 7.66216 4.70817 6.18749 0 0 0 1 1 10010 109.381
7.90553 1 0.105 1.28153 1.19206 6.51301 7.65074 4.72663 6.17301 0 0 0 1 1 10020 109.49
7.91342 1 0.10476 1.28117 1.1926 6.52529 7.63959 4.73656 6.15881 0 0 0 1 1 10030 109.599
7.92131 1 0.104516 1.2808 1.19314 6.52915 7.62863 4.73808 6.1448 0 0 0 1 1 10040 109.708
7.9292 1 0.104269 1.28042 1.19369 6.52493 7.61778 4.73151 6.1309 0 0 0 1 1 10050 109.817
7.93709 1 0.104017 1.28004 1.19425 6.51314 7.60694 4.71737 6.11703 0 0 0 1 1 10060 109.927
7.94498 1 0.103762 1.27966 1.19481 6.4945 7.59606 4.69641 6.10312 0 0 0 1 1 10070 110.036
7.95287 1 0.103503 1.27927 1.19538 6.4699 7.58507 4.66948 6.08911 0 0 0 1 1 10080 110.145
7.96076 1 0.10324 1.27887 1.19595 6.44034 7.57392 4.63761 6.07494 0 0 0 1 1 10090 110.254
7.96865 1 0.102973 1.27847 1.19654 6.40693 7.56256 4.60192 6.06057 0 0 0 1 1 10100 110.363
7.97654 1 0.102702 1.27807 1.19712 6.37086 7.55097 4.56357 6.04598 0 0 0 1 1 10110 110.472
7.98443 1 0.102428 1.27765 1.19771 6.33332 7.53913 4.52378 6.03115 0 0 0 1 1 10120 110.582
7.99232 1 0.102149 1.27724 1.19831 6.29554 7.52703 4.48377 6.01607 0 0 0 1 1 10130 110.691
8.00021 1 0.101867 1.27682 1.19891 6.25871 7.51469 4.44473 6.00075 0 0 0 1 1 10140 110.8
8.0081 1 0.101582 1.27639 1.19951 6.22397 7.50211 4.40779 5.9852 0 0 0 1 1 10150 110.909
8.01599 1 0.101292 1.27596 1.20012 6.1924 7.48934 4.37405 5.96946 0 0 0 1 1 10160 111.018
8.02388 1 0.100999 1.27552 1.20073 6.16501 7.47639 4.3445 5.95356 0 0 0 1 1 10170 111.127
8.03177 1 0.100702 1.27508 1.20135 6.14272 7.46334 4.32007 5.93756 0 0 0 1 1 10180 111.237
8.03966 1 0.100401 1.27463 1.20197 6.12636 7.45022 4.30157 5.9215 0 0 0 1 1 10190 111.346
8.04754 1 0.100096 1.27419 1.20259 6.11664 7.43711 4.28972 5.90546 0 0 0 1 1 10200 111.455
8.05543 1 0.0997883 1.27373 1.20322 6.11421 7.42407 4.28517 5.8895 0 0 0 1 1 10210 111.564
8.06332 1 0.0994764 1.27327 1.20385 6.1196 7.41118 4.28843 5.87369 0 0 0 1 1 10220 111.673
8.07121 1 0.0991609 1.27281 1.20449 6.13324 7.39851 4.29994 5.85811 0 0 0 1 1 10230 111.783
8.0791 1 0.0988418 1.27234 1.20512 6.15547 7.38614 4.32003 5.84285 0 0 0 1 1 10240 111.892
8.08699 1 0.0985191 1.27188 1.20576 6.18654 7.37417 4.34895 5.82798 0 0 0 1 1 10250 112.002
8.09488 1 0.0981927 1.2714 1.2064 6.22659 7.36267 4.38683 5.8136 0 0 0 1 1 10260 112.112
8.10277 1 0.0978629 1.27092 1.20705 6.27565 7.35173 4.43371 5.79978 0 0 0 1 1 10270 112.221
8.11066 1 0.0975295 1.27044 1.20769 6.33368 7.34142 4.48953 5.7866 0 0 0 1 1 10280 112.331
8.11855 1 0.0971927 1.26996 1.20834 6.4005 7.33184 4.5541 5.77416 0 0 0 1 1 10290 112.44
8.12644 1 0.0968524 1.26948 1.209 6.47582 7.32306 4.62715 5.76252 0 0 0 1 1 10300 112.549
8.13433 1 0.0965088 1.26899 1.20965 6.55927 7.31515 4.70828 5.75175 0 0 0 1 1 10310 112.658
8.14222 1 0.0961618 1.26849 1.2103 6.6503 7.30819 4.79696 5.74194 0 0 0 1 1 10320 112.767
8.15011 1 0.0958116 1.268 1.21096 6.7483 7.30223 4.89255 5.73314 0 0 0 1 1 10330 112.876
8.158 1 0.0954581 1.2675 1.21162 6.8525 7.29733 4.9943 5.7254 0 0 0 1 1 10340 112.985
8.16589 1 0.0951015 1.26701 1.21228 6.96201 7.29353 5.1013 5.71876 0 0 0 1 1 10350 113.095
8.17378 1 0.0947418 1.26651 1.21294 7.07584 7.29088 5.21257 5.71328 0 0 0 1 1 10360 113.204
8.18167 1 0.0943791 1.266 1.21361 7.19286 7.28939 5.32698 5.70896 0 0 0 1 1 10370 113.313
8.18956 1 0.0940133 1.2655 1.21427 7.31187 7.28908 5.44332 5.70582 0 0 0 1 1 10380 113.422
8.19745 1 0.0936447 1.265 1.21493 7.43155 7.28996 5.56027 5.70387 0 0 0 1 1 10390 113.531
8.20534 1 0.0932733 1.26449 1.2156 7.55052 7.292 5.67644 5.70309 0 0 0 1 1 10400 113.64
8.21323 1 0.0928991 1.26398 1.21627 7.66731 7.29519 5.7904 5.70344 0 0 0 1 1 10410 113.749
8.22112 1 0.0925222 1.26348 1.21693 7.78046 7.29948 5.90064 5.7049 0 0 0 1 1 10420 113.859
8.22901 1 0.0921426 1.26297 1.2176 7.88844 7.30481 6.00567 5.70741 0 0 0 1 1 10430 113.968
8.2369 1 0.0917606 1.26246 1.21826 7.98974 7.31112 6.10397 5.71089 0 0 0 1 1 10440 114.077
8.24479 1 0.091376 1.26196 1.21893 8.08289 7.31833 6.19407 5.71526 0 0 0 1 1 10450 114.187
8.25268 1 0.090989 1.26145 1.21959 8.16646 7.32633 6.27455 5.72043 0 0 0 1 1 10460 114.296
8.26057 1 0.0905997 1.26094 1.22025 8.2391 7.33502 6.34405 5.72628 0 0 0 1 1 10470 114.405
8.26846 1 0.090208 1.26044 1.22091 8.29956 7.34427 6.40135 5.73269 0 0 0 1 1 10480 114.514
8.27635 1 0.0898142 1.25993 1.22157 8.34671 7.35396 6.44531 5.73954 0 0 0 1 1 10490 114.624
8.28424 1 0.0894181 1.25943 1.22222 8.37958 7.36394 6.47498 5.74667 0 0 0 1 1 10500 114.733
8.29213 1 0.0890199 1.25892 1.22287 8.39738 7.37406 6.48956 5.75394 0 0 0 1 1 10510 114.842
8.30002 1 0.0886196 1.25842 1.22352 8.3995 7.38418 6.48847 5.7612 0 0 0 1 1 10520 114.951
8.30791 1 0.0882172 1.25792 1.22416 8.38555 7.39412 6.4713 5.7683 0 0 0 1 1 10530 115.061
8.3158 1 0.0878128 1.25742 1.2248 8.35535 7.40375 6.43791 5.77506 0 0 0 1 1 10540 115.17
8.32369 1 0.0874064 1.25693 1.22543 8.30896 7.41289 6.38834 5.78134 0 0 0 1 1 10550 115.279
8.33158 1 0.086998 1.25643 1.22606 8.24668 7.4214 6.3229 5.78698 0 0 0 1 1 10560 115.388
8.33947 1 0.0865877 1.25594 1.22668 8.16899 7.42913 6.2421 5.79184 0 0 0 1 1 10570 115.497
8.34736 1 0.0861753 1.25545 1.2273 8.07662 7.43594 6.14666 5.79577 0 0 0 1 1 10580 115.606
8.35525 1 0.0857611 1.25496 1.22791 7.97046 7.44169 6.03748 5.79865 0 0 0 1 1 10590 115.716
8.36313 1 0.0853448 1.25447 1.22852 7.85156 7.44627 5.91563 5.80035 0 0 0 1 1 10600 115.825
8.37102 1 0.0849267 1.25399 1.22912 7.7211 7.44956 5.78227 5.80078 0 0 0 1 1 10610 115.934
8.37891 1 0.0845065 1.25351 1.22971 7.58035 7.45149 5.63869 5.79982 0 0 0 1 1 10620 116.043
8.3868 1 0.0840843 1.25303 1.23029 7.43062 7.45195 5.48621 5.79741 0 0 0 1 1 10630 116.152
8.39469 1 0.0836601 1.25255 1.23087 7.27326 7.45089 5.32618 5.79348 0 0 0 1 1 10640 116.261
8.40258 1 0.0832339 1.25208 1.23144 7.10961 7.44825 5.15993 5.78797 0 0 0 1 1 10650 116.37
8.41047 1 0.0828057 1.25161 1.232 6.94098 7.444 4.98879 5.78085 0 0 0 1 1 10660 116.48
8.41836 1 0.0823753 1.25114 1.23255 6.76864 7.43811 4.81402 5.7721 0 0 0 1 1 10670 116.589
8.42625 1 0.0819428 1.25068 1.2331 6.59382 7.43056 4.63686 5.76169 0 0 0 1 1 10680 116.698
8.43414 1 0.0815082 1.25022 1.23363 6.41768 7.42135 4.45847 5.74963 0 0 0 1 1 10690 116.807
8.44203 1 0.0810714 1.24976 1.23416 6.24136 7.4105 4.27999 5.73593 0 0 0 1 1 10700 116.916
8.44992 1 0.0806323 1.2493 1.23468 6.06594 7.39802 4.1025 5.7206 0 0 0 1 1 10710 117.025
8.45781 1 0.080191 1.24885 1.23519 5.89249 7.38394 3.92706 5.70369 0 0 0 1 1 10720 117.134
8.4657 1 0.0797474 1.2484 1.23569 5.72206 7.3683 3.75473 5.68524 0 0 0 1 1 10730 117.243
8.47359 1 0.0793015 1.24796 1.23618 5.55568 7.35116 3.58654 5.66528 0 0 0 1 1 10740 117.353
8.48148 1 0.0788532 1.24752 1.23666 5.39441 7.33258 3.42353 5.64389 0 0 0 1 1 10750 117.462
8.48937 1 0.0784024 1.24708 1.23713 5.23929 7.31262 3.26676 5.62114 0 0 0 1 1 10760 117.571
8.49726 1 0.0779493 1.24664 1.2376 5.09137 7.29136 3.11727 5.59711 0 0 0 1 1 10770 117.68
8.50515 1 0.0774936 1.24621 1.23805 4.95174 7.2689 2.97612 5.57188 0 0 0 1 1 10780 117.789
8.51304 1 0.0770355 1.24579 1.2385 4.82143 7.24534 2.84438 5.54556 0 0 0 1 1 10790 117.898
8.52093 1 0.0765748 1.24536 1.23894 4.70152 7.22078 2.72309 5.51826 0 0 0 1 1 10800 118.007
8.52882 1 0.0761115 1.24494 1.23937 4.59301 7.19534 2.61326 5.49009 0 0 0 1 1 10810 118.116
8.53671 1 0.0756457 1.24453 1.23979 4.49689 7.16914 2.51587 5.46118 0 0 0 1 1 10820 118.225
8.5446 1 0.0751773 1.24412 1.24021 4.41406 7.14233 2.43182 5.43167 0 0 0 1 1 10830 118.335
8.55249 1 0.0747062 1.24371 1.24062 4.34533 7.11504 2.3619 5.4017 0 0 0 1 1 10840 118.444
8.56038 1 0.0742326 1.24331 1.24102 4.29139 7.08743 2.30681 5.37141 0 0 0 1 1 10850 118.553
8.56827 1 0.0737563 1.24291 1.24142 4.2528 7.05963 2.26708 5.34097 0 0 0 1 1 10860 118.662
8.57616 1 0.0732773 1.24252 1.24181 4.22992 7.03182 2.24309 5.31051 0 0 0 1 1 10870 118.771
8.58405 1 0.0727958 1.24213 1.2422 4.22294 7.00414 2.235 5.28021 0 0 0 1 1 10880 118.88
8.59194 1 0.0723117 1.24174 1.24258 4.23182 6.97675 2.24277 5.25021 0 0 0 1 1 10890 118.989
8.59983 1 0.071825 1.24137 1.24296 4.25628 6.9498 2.26611 5.22067 0 0 0 1 1 10900 119.098
8.60772 1 0.0713358 1.24099 1.24333 4.29577 6.92345 2.30447 5.19173 0 0 0 1 1 10910 119.208
8.61561 1 0.070844 1.24062 1.2437 4.34949 6.89782 2.35704 5.16354 0 0 0 1 1 10920 119.317
8.6235 1 0.0703498 1.24026 1.24407 4.41638 6.87304 2.42274 5.13621 0 0 0 1 1 10930 119.426
8.63139 1 0.0698532 1.2399 1.24443 4.49509 6.84924 2.50023 5.10986 0 0 0 1 1 10940 119.535
