I_value	Tstar	ystar
9.86382246044832	1.2696307476437652	[0.12036139623065216, 0.07988353086745141, 0.05125449262060628, 0.03184761076332029, 0.019218804419403185, 0.01131657112683055, 0.006553215901597535, 0.0037812960706740156, 0.0022198798141741657, 0.0013653908182114833, 0.0009086757015237322, 0.0006683094770742003, 0.0005421485800901712, 0.0004748300987326361, 0.0004373635443684551, 0.0004150252521823509, 0.0004005281181491155, 0.0003903354822911016, 0.00038274911289488934, 0.00037695184394109495, 0.00037254277995951306, 0.00036931759494634515, 0.00036716685128678595, 0.0003660297235034653, 0.00036587309723831724, 0.00036668221300071934, 0.0003684564862054052, 0.0003712077706350321, 0.0003749597882701298, 0.0003797482618069048, 0.0003856214904629849, 0.0003926413470203632, 0.00040088465091787473, 0.0004104449964831863, 0.0004214350644373481, 0.0004339895490055434, 0.0004482687925924752, 0.0004644633292065854, 0.0004827995203078007, 0.0005035465984788537, 0.0005270254537386427, 0.0005536196765427541, 0.0005837894542205471, 0.0006180891878368788, 0.0006571898939375182, 0.0007019078970268048, 0.0007532417313925435, 0.0008124199349957083, 0.000880963242610791, 0.0009607660627758994, 0.0010542037425269378, 0.001164274673268081, 0.0012947894472839865, 0.0014506240601103735, 0.001638060252772962, 0.0018652450819459448, 0.002142813398315612, 0.0024847335618756626, 0.0029094580527450047, 0.0034414902754849584, 0.004113515765946543, 0.004969294751399859, 0.006067569721069302, 0.00748730957861032, 0.009334678126333944, 0.011752173719465138, 0.014930402574266746, 0.019122890951469008, 0.024664127977279158, 0.03199059007045279, 0.04166368601125488, 0.05439228831137825, 0.07105064691304777, 0.09268507601835538, 0.12050001831714889, 0.1558115516362355, 0.19995502253960973, 0.25413483940183723, 0.3192101509403744, 0.39542181883059396, 0.48208402069443457, 0.5772864051228026, 0.6776749609886723, 0.7783939307605019, 0.8732674214177322, 0.9552701455557474, 1.0172799913849784, 1.0530294615404905, 1.0580977070310456, 1.0307365472954417, 0.972326530559926, 0.8873235123510429, 0.7826712014654226, 0.6667883701352425, 0.5483476945616659, 0.4351097125908953, 0.33304521969585943, 0.24588605358453347, 0.17512293637372853]
9.839101100898324	1.2734009195354268	[0.1208905912120805, 0.0803251053282684, 0.05160108093752311, 0.032105490416680114, 0.019401883003918437, 0.011441392865452617, 0.006635570342492013, 0.0038344140192652374, 0.0022538577484887547, 0.0013873819728683746, 0.0009234426023281782, 0.0006788578598262553, 0.0005502895113430199, 0.0004816124099941669, 0.00044337537791844776, 0.0004205890202536974, 0.00040581899779757136, 0.00039544979577205164, 0.0003877420790056552, 0.00038185766296556264, 0.0003773849991364683, 0.0003741143485938561, 0.00037193348224864197, 0.0003707801113188655, 0.0003706203557245553, 0.000371439091810898, 0.00037323563027906486, 0.00037602191821689324, 0.0003798219400085909, 0.00038467184358937024, 0.00039062051680355497, 0.00039773059551989116, 0.0004060798503649277, 0.0004157630373030784, 0.0004268942347320833, 0.000439609805980605, 0.00045407207507670025, 0.0004704739239298652, 0.0004890444917788801, 0.0005100563002147002, 0.0005338341373354427, 0.0005607662248662493, 0.0005913182659972734, 0.0006260512540747936, 0.0006656441112070115, 0.0007109226815413094, 0.0007628970083867646, 0.0008228096064864125, 0.0008921982571181089, 0.0009729782551234395, 0.0010675506485819904, 0.0011789455945015927, 0.0013110131019764375, 0.0014686782662514833, 0.0016582841843699547, 0.0018880547985134595, 0.002168721478606744, 0.0025143738737486774, 0.0029436168145716784, 0.0034811447303097335, 0.004159881735197711, 0.005023884191186931, 0.006132258688737166, 0.007564415848740616, 0.009427045219475507, 0.011863254448723774, 0.015064329042697024, 0.01928450966964884, 0.024858966898721545, 0.03222471070659157, 0.041943358049100155, 0.054723412197453976, 0.07143784514122703, 0.09313038936563457, 0.12100118686306742, 0.1563599491626777, 0.20053344772377893, 0.2547155484150722, 0.31975370648113904, 0.3958774804686211, 0.4823924149912965, 0.5773850077553716, 0.6775064200307471, 0.7779164876077969, 0.8724657708940885, 0.9541643063655841, 1.0159294702650963, 1.0515305021064627, 1.0565727911793787, 1.0293173226492944, 0.9711333763816303, 0.8864462957075586, 0.7821558115441704, 0.6666322057579398, 0.5485048287000966, 0.43550382056472897, 0.33358645505483114, 0.24648749269897843, 0.1757130305146465]
9.814379741348327	1.2771938235622486	[0.12142177000909407, 0.08076892425880824, 0.051949907976864856, 0.03236540626688707, 0.019586682013364977, 0.01156758198478443, 0.006718957582233228, 0.0038882807485260853, 0.002288362761579319, 0.0014097385439389126, 0.0009384636118592186, 0.0006895873219982603, 0.000558565502938912, 0.000488501658341175, 0.0004494773235761721, 0.0004262328952277601, 0.000411183996630285, 0.0004006345416985815, 0.0003928031326687278, 0.00038683000464472076, 0.0003822926783539379, 0.00037897582955446774, 0.0003767643702740894, 0.0003755944915353388, 0.000375431538072268, 0.00037625999898174454, 0.0003780790865682717, 0.0003809008303205451, 0.00038474948884618655, 0.0003896616312760846, 0.0003956867494697698, 0.0004028882441021992, 0.00041134485625300726, 0.0004211525112119161, 0.0004324267093657671, 0.0004453054977416334, 0.00045995321319863695, 0.0004765651087387153, 0.0004953731421791688, 0.0005166531585895435, 0.0005407338984542906, 0.0005680082646112336, 0.0005989475496558966, 0.0006341194105912366, 0.0006742107763284606, 0.0007200571127802043, 0.0007726801137730206, 0.0008333364174208713, 0.00090358105191487, 0.00098535040968588, 0.0010810715266713583, 0.0011938066306723344, 0.0013274455604065116, 0.0014869629502921348, 0.001678763846526141, 0.001911149701501257, 0.00219494924508826, 0.0025443742770857704, 0.0029781831312564247, 0.0035212623780296703, 0.00420677618523509, 0.005079078317225381, 0.006197641097454141, 0.007642317870030273, 0.009520325132020254, 0.011975379522083654, 0.015199445238689395, 0.019447473679441104, 0.02505531200655783, 0.03246049355634425, 0.04222483127783546, 0.0550564395482763, 0.07182699162157373, 0.09357761032342635, 0.12150411330038062, 0.15690982074552773, 0.20111292018041255, 0.25529673563191524, 0.320297059259859, 0.396332192542792, 0.48269912262499826, 0.5774812721778976, 0.6773350527576617, 0.7774359338896137, 0.8716609348701303, 0.9530553622891957, 1.0145759960724519, 1.0500287086024283, 1.0550450554125532, 1.0278951665470495, 0.9699371095049346, 0.8855658254422629, 0.7816372016311132, 0.6664731321660409, 0.5486596764508707, 0.43589652376942284, 0.33412730200180807, 0.24708953578869944, 0.17630455153837665]
9.789658381798331	1.281009664131195	[0.12195493531352448, 0.08121499591644951, 0.052300986259267004, 0.03262737323069554, 0.019773216969104977, 0.011695153131392985, 0.0068033904201772214, 0.003942906793272206, 0.0023234030883375204, 0.001432466758097447, 0.000953743307178359, 0.0007005012316854801, 0.0005669790380334222, 0.000495499760145364, 0.000455670901580144, 0.00043195817639134497, 0.000416624250129366, 0.00040589078135808707, 0.00039793326404689215, 0.0003918698386467701, 0.0003872667511742681, 0.0003839029697232083, 0.00038166042621961486, 0.00038047378095508813, 0.0003803075488603061, 0.00038114584949384446, 0.00038298776470881976, 0.0003858454308067177, 0.00038974335956387137, 0.00039471856790046435, 0.0004008211385709662, 0.0004081152657366836, 0.00041668065499173045, 0.00042661443294377406, 0.00043803352338884767, 0.00045107769428048085, 0.0004659133049973519, 0.00048273802475558205, 0.0005017866496783153, 0.0005233384050221353, 0.0005477260163506625, 0.0005753471411562547, 0.0006066787116602928, 0.0006422951465058267, 0.0006828914560867879, 0.0007293128617029582, 0.0007825928172225798, 0.0008440022700049373, 0.0009151136548819992, 0.000997884724656897, 0.0010947687353123057, 0.0012088603613257453, 0.0013440896067198674, 0.001505481185695609, 0.0016995025728205875, 0.0019345335053578378, 0.0022215007390564445, 0.002574739314850589, 0.003013161946019102, 0.0035618488175360122, 0.00425420518053951, 0.005134884033549012, 0.006263724339266786, 0.007721024067600588, 0.00961452668760652, 0.012088558948950336, 0.01533576125246302, 0.01961179427869396, 0.02525317397492657, 0.032697950279181064, 0.04250811549676354, 0.0553913806202476, 0.07221809298799017, 0.09402674528191049, 0.12200879845099531, 0.1574611665379211, 0.20169343309353152, 0.2558783940436553, 0.3208401952006167, 0.39678594240670356, 0.48300412515446456, 0.5775751834334392, 0.6771608401144463, 0.7769522551852635, 0.8708528958496924, 0.951943300098035, 1.013219552817857, 1.0485240681240036, 1.0535144843302344, 1.0264700654106347, 0.9687377140751484, 0.884682086210115, 0.7811153542334601, 0.6663111317891823, 0.5488122194436306, 0.43628780543761375, 0.334667746345638, 0.24769217351040096, 0.17689749581305017]
9.764937022248334	1.2848486480662267	[0.12249008968469013, 0.0816633286103956, 0.05265432832123477, 0.03289140632540919, 0.019961503514547858, 0.01182412108883474, 0.0068888818166915585, 0.003998302815261403, 0.0023589871073912715, 0.0014555729284037378, 0.0009692863704906079, 0.0007116030017383003, 0.0005755326715486168, 0.0005026086489309916, 0.0004619576833782742, 0.00043776616665914945, 0.00042214093416223974, 0.0004112195749059292, 0.00040313349790906556, 0.00039697813296549564, 0.00039230818213329137, 0.00038889670046709504, 0.00038662258921257883, 0.00038541889754060483, 0.0003852493187961293, 0.0003860975612487691, 0.00038796259881042426, 0.00039085664811344857, 0.0003948045002446289, 0.00039984360257425404, 0.0004060246568275384, 0.0004134126408217508, 0.0004220882553870766, 0.00043214982589030124, 0.0004437157345121876, 0.00045692747538687926, 0.00047195347193669594, 0.0004889938239812506, 0.0005082862171881124, 0.0005301132828440514, 0.000554811796990562, 0.0005827842127692884, 0.0006145131879679216, 0.00065057996469055, 0.0006916877506194976, 0.0007386916136380978, 0.0007926369271056163, 0.0008548090809150337, 0.0009267981400812684, 0.0010105834117733825, 0.0011086446898491674, 0.0012241093766421007, 0.001360948097343178, 0.0015242360499406725, 0.00172050379200874, 0.001958209915134347, 0.0022483801315226386, 0.0026054734950384266, 0.0030485583845821294, 0.003602909565979361, 0.004302175049229589, 0.00519130807990264, 0.006330516194116335, 0.007800542561921154, 0.009709659285399826, 0.012202802205561743, 0.015473288026039905, 0.01977748187939881, 0.025452564721937992, 0.03293709113952319, 0.04279322227939894, 0.055728243598579814, 0.0726111583215881, 0.09447779775154076, 0.12251524636847809, 0.15801398296580174, 0.20227498368555288, 0.25646051216619, 0.32138310493672423, 0.39723871242823716, 0.48330740918562054, 0.5776667214028334, 0.6769837679539079, 0.7764654321143707, 0.8700416406441422, 0.9508281021839465, 1.0118601279428043, 1.0470165642646962, 1.051981065037833, 1.0250420031509422, 0.9675351759186984, 0.8837950610429303, 0.7805902528747823, 0.6661461860877345, 0.5489624398369594, 0.43667764824626254, 0.33520777411204444, 0.24829539621314506, 0.1774918597748007]
9.740215662698338	1.2887109846418534	[0.12302723567206522, 0.08211393063197184, 0.0530099468421374, 0.03315752072407631, 0.020151557483938983, 0.011954500839310695, 0.006975444902528582, 0.004054479650935003, 0.002395123317216085, 0.0014790634962057402, 0.0009850975522883, 0.0007228961313657117, 0.0005842289897597565, 0.0005098303169518068, 0.00046833925147852454, 0.00044365821259559606, 0.0004277352270254372, 0.00041662201842061763, 0.00040840485902884184, 0.00040215588717548733, 0.0003974179360735768, 0.0003939579818015063, 0.0003916518000015199, 0.00039043078565716496, 0.0003902577818020429, 0.00039111607679906234, 0.0003930045277815086, 0.00039593543403965663, 0.00039993386524382374, 0.00040503770693882363, 0.00041129828457723617, 0.000418781371909487, 0.00042756867509602853, 0.000437759735675086, 0.00044947441045064385, 0.0004628559436265337, 0.0004780748465879531, 0.0004953336822374878, 0.0005148730598043156, 0.0005369790608245374, 0.0005619925595789184, 0.0005903208654662264, 0.0006224524287839254, 0.0006589753989657356, 0.0007006012751976532, 0.0007481950892630586, 0.0008028142675200298, 0.0008657588082638504, 0.0009386365972709753, 0.0010234487327516785, 0.0011227018200373438, 0.0012395563290063833, 0.0013780238994206997, 0.001543230700588018, 0.0017417709353905843, 0.001982182742662381, 0.00227559157975546, 0.0026365814730086525, 0.0030843775283297885, 0.00364445035028505, 0.004350692020033813, 0.005248357502086763, 0.006398024247287108, 0.00788088192696799, 0.009805731971700702, 0.012318119443080712, 0.015612035897867109, 0.019944547889789437, 0.025653495185851357, 0.03317792784069287, 0.043080161688860356, 0.05606703867286007, 0.07300619449598492, 0.09493077389493443, 0.1230234580542162, 0.1585682697394258, 0.20285756520459938, 0.2570430822814113, 0.32192577428075886, 0.3976904889815489, 0.4836089559967869, 0.5777558700207309, 0.6768038169503445, 0.7759754493598985, 0.8692271518234201, 0.949709754996762, 1.0104977060377551, 1.045506184368133, 1.0504447829286951, 1.0236109664966242, 0.9663294795764583, 0.8829047344035866, 0.7800618797474866, 0.6659782767638129, 0.5491103185175187, 0.437066034596711, 0.3357473704439654, 0.24889919401596303, 0.17808763947807585]
9.715494303148342	1.2925968856218462	[0.12356637570654308, 0.08256681011462534, 0.05336785434057224, 0.033425731517890404, 0.020343394708254543, 0.01208630743121641, 0.0070630929216463165, 0.004111448262621296, 0.002431820345552343, 0.0015029450099922955, 0.0010011816980700363, 0.0007343841869212869, 0.0005930706376682971, 0.0005171667936411568, 0.0004748172246690034, 0.0004496356822372353, 0.0004334083324489511, 0.0004220992228321338, 0.00041374839291083703, 0.0004074041133596487, 0.0004025969964746225, 0.0003990877856216705, 0.00039674901690423637, 0.00039551040157187906, 0.0003953338887602834, 0.00039620235088749523, 0.00039811450716547105, 0.0004010827530027399, 0.0004051324254649535, 0.0004103018657871532, 0.00041664301884875856, 0.00042422247534123277, 0.00043312294884399717, 0.00044344522246848606, 0.00045531063661417387, 0.00046886421701402685, 0.00048427858011915767, 0.0005017587918736819, 0.0005215484124366181, 0.0005439370255549328, 0.0005692696447275006, 0.000597958504641622, 0.0006304979077755314, 0.0006674830044025879, 0.000709633671194971, 0.0007578250327524147, 0.0008131266920661324, 0.000876853436337774, 0.0009506311501164289, 0.0010364829786249073, 0.001136942595295727, 0.0012552039037073092, 0.0013953199273565803, 0.001562468331969512, 0.0017633074916380683, 0.002006455840226857, 0.002303139311926817, 0.0026680679469968226, 0.003120624547625907, 0.0036864769391908316, 0.004399762434493359, 0.0053060393788907515, 0.00646625622736814, 0.007962050745549686, 0.00990275397311768, 0.012434520769933595, 0.015752015428261417, 0.020113003580158932, 0.025855976569953712, 0.033420471794360876, 0.043368944099989884, 0.0564077755309985, 0.07340320876827487, 0.09538567915224852, 0.1235334350484009, 0.15912402572074422, 0.20344117175986756, 0.25762609591283475, 0.3224681904098717, 0.39814125797523664, 0.4839087486980352, 0.5778426129500601, 0.6766209695637229, 0.7754822909691194, 0.8684094128344849, 0.9485882433714079, 1.0091322711893493, 1.0439929133253927, 1.0489056221262059, 1.022176939999592, 0.9651206088434418, 0.8820110899389456, 0.7795302174753133, 0.6658073859940622, 0.5492558374142642, 0.4374529476567658, 0.336286521207325, 0.24950355734332608, 0.17868483109326347]
9.690772943598345	1.2965065652937142	[0.12410751214442794, 0.08302197536961299, 0.053728063588679605, 0.03369605409725943, 0.020537031304154102, 0.012219556162948094, 0.00715183933876534, 0.004169219783427976, 0.002469086971026646, 0.0015272241231869858, 0.0010175437502082055, 0.0007460707934723953, 0.0006020603211862269, 0.0005246201392842883, 0.00048139326206151603, 0.0004556999604159906, 0.0004391614841227922, 0.00042765231003539475, 0.000419165170052635, 0.000412723832734497, 0.0004078463692471324, 0.0004042870927897433, 0.0004019152191298011, 0.0004006587109749795, 0.00040047861041632877, 0.00040135734835483106, 0.00040329351169675283, 0.000406299580270902, 0.000410401170644885, 0.0004156370755549971, 0.00042205987545167157, 0.000429736979933946, 0.00043875213039191904, 0.00044920735980920784, 0.0004612255180223269, 0.0004749534279116176, 0.0004905658442278797, 0.0005082703606826514, 0.0005283135318363489, 0.0005509884803120133, 0.000576644416667387, 0.0006056985537898943, 0.000638651124583388, 0.0006761043557748558, 0.0007187866090531991, 0.0007675832097666243, 0.0008235760874890486, 0.0008880949728164358, 0.0009627839608446219, 0.0010496884656971653, 0.0011513695308967183, 0.0012710548128136623, 0.001412839151383317, 0.0015819521656590626, 0.0017851170191415505, 0.0020310330854951654, 0.00233102764562288, 0.0026999376341746827, 0.0031573047306549494, 0.0037289951055435363, 0.00444939279352592, 0.005364360764096363, 0.006535220083702865, 0.00804405752369415, 0.010000734827857226, 0.012552016132886843, 0.01589323762216934, 0.020282859929940198, 0.026060020710620496, 0.033664733936810375, 0.04365958076882893, 0.05675046313146639, 0.07380220955847737, 0.09584251788205778, 0.12404518028580393, 0.15968124819025947, 0.20402579889875777, 0.25820954232781146, 0.3230103417038583, 0.39859100234661465, 0.48420677124350536, 0.5779269305623531, 0.6764352090936118, 0.7749859383297655, 0.8675884087089422, 0.9474635510864875, 1.00776381017172, 1.042476736551615, 1.0473635697367942, 1.0207399090212463, 0.963908549301899, 0.8811141110230135, 0.778995248604553, 0.665633494535461, 0.54939897730576, 0.43783836906506063, 0.3368252112835887, 0.2501084758152469, 0.1792834304951841]
9.666051584048349	1.300440240506897	[0.12465064728255491, 0.0834794345339822, 0.05409058724843735, 0.0339685037914504, 0.020732483407721287, 0.012354262419719611, 0.007241697732862797, 0.004227805490017823, 0.0025069320927080915, 0.0015519076139291934, 0.0010341887336169787, 0.0007579596611167562, 0.0006112007910094769, 0.0005321924687639545, 0.0004880690446854663, 0.0004618524697522637, 0.0004449959272572854, 0.00043328243165807566, 0.00042465626886116454, 0.0004181160923199564, 0.00041316706755116056, 0.0004095569077366807, 0.0004071513935897932, 0.0004058767016342645, 0.0004056929260450951, 0.0004065820550719796, 0.0004085425255708227, 0.0004115869114603309, 0.0004157411009307567, 0.0004210443526906947, 0.0004275498815566424, 0.00043532593452506727, 0.00044445728582744937, 0.00045504724161279616, 0.0004672201730272819, 0.0004811247297809832, 0.0004969378250204702, 0.0005148696186821816, 0.0005351696903397975, 0.000558134752189748, 0.0005841182565164244, 0.0006135424623830301, 0.0006469135971779851, 0.000684841056717927, 0.0007280617791230139, 0.0007774714186708093, 0.0008341643621107533, 0.0008994854632420593, 0.0009750972148863728, 0.0010630675551493002, 0.001165985166614473, 0.0012871118229702417, 0.0014305845666171028, 0.001601685491462292, 0.0018072030995038028, 0.0020559184439156285, 0.0023592609157925947, 0.0027321953678314205, 0.003194423369097772, 0.003772010779592833, 0.004499589572993579, 0.005423328928739769, 0.00660492368632779, 0.008126911069972938, 0.010099683897965554, 0.012670615899247544, 0.01603571314584776, 0.020454128496219037, 0.02626563885207388, 0.03391072598378686, 0.043952082000498986, 0.05709511146814845, 0.07420320389351277, 0.09630129581187291, 0.12455869486903762, 0.16023993624778995, 0.20461144004674153, 0.25879341319276705, 0.3235522143951201, 0.3990397080166578, 0.48450300559910836, 0.5780088064522869, 0.676246516868061, 0.7744863755347692, 0.866764122104088, 0.9463356633596802, 1.00639230682166, 1.040957639619331, 1.0458186099661544, 1.019299858686257, 0.9626932846717623, 0.8802137813443093, 0.7784569552473112, 0.665456584074567, 0.5495397193537604, 0.43822228134081476, 0.33736342588439844, 0.2507139394022586, 0.17988343352509187]
9.641330224498352	1.3043981307089894	[0.1251957833003266, 0.08393919577577373, 0.05445543804486345, 0.034243096062588865, 0.02092976731682191, 0.012490441759644701, 0.007332681865313722, 0.004287216814016578, 0.0025453647610417314, 0.0015770023684174516, 0.0010511217780892368, 0.0007700545623828966, 0.0006204948650157576, 0.0005398859290549385, 0.0004948462980598673, 0.00046809464940678394, 0.0004509129400692099, 0.00043899074951169305, 0.00043022279523985543, 0.0004235819474200427, 0.000418560129158741, 0.0004148982431110007, 0.0004124585500239613, 0.00041116537014050306, 0.0004109778365181731, 0.00041187746655962985, 0.000413862553738272, 0.0004169457527265423, 0.0004211532367320254, 0.0004265247250892066, 0.00043311408444310844, 0.0004409904003244378, 0.0004502395015335825, 0.00046096597513166777, 0.0004732957408142349, 0.0004873792904522174, 0.0005033957303511803, 0.0005215578113879741, 0.0005421181833710415, 0.000565377185036953, 0.0005916925703229743, 0.0006214916980558073, 0.0006552868709255539, 0.0006936947305988522, 0.0007374609024180924, 0.0007874914792727925, 0.0008448934592530934, 0.0009110269763763348, 0.0009875731384794862, 0.001076622633036062, 0.0011807920909114834, 0.0013033777268286887, 0.0014485592277373156, 0.0016216716250174923, 0.001829569389164679, 0.0020811159038177612, 0.00238784355404214, 0.0027648459957754818, 0.0032319858829052486, 0.003815529887833243, 0.0045503594232312004, 0.005482951104635164, 0.006675375147357195, 0.008210620090116588, 0.010199610885638017, 0.012790330226723687, 0.016179453145048824, 0.020626820458708457, 0.026472842909031968, 0.03415845902772216, 0.04424645901814246, 0.05744172957739413, 0.07460620001309219, 0.0967620172939603, 0.12507398142257442, 0.16080008714470725, 0.20519809041744808, 0.2593776978585861, 0.3240937966699893, 0.39948735823756654, 0.48479743573720696, 0.5780882214536615, 0.6760548762136328, 0.7739835841991903, 0.8659365376570979, 0.9452045635336127, 1.0050177468593988, 1.039435606873188, 1.044270728570122, 1.0178567732817714, 0.9614747996221237, 0.8793100838467084, 0.7779153198215739, 0.6652766355698289, 0.5496780446217416, 0.43860466640659457, 0.337901150028665, 0.2513199377158715, 0.18048483592149647]
